[-3.220703125, 5.210205988978812, 5.075827624276236, 5.072284593121376, 3.4757799199912482, 1.7819892223604008, 2.834723896213446]
[-3.001953125, 5.228324859274843, 0.15382134353787907, 3.928368425321634, 0.2035511555593888, 5.396301559541239, 5.5487681888218585]
[-3.126953125, 2.859912043968712, 0.6908166247473554, 3.0328489627603474, 5.5111925757340785, 2.2875365035530675, 0.26049495176628096]
[-3.11328125, 5.51481501475291, 3.907682020238256, 1.526679333430234, 1.3453129517787648, 4.578602160822679, 3.0597985068411218]
[-3.04296875, 5.548181277883458, 0.3595885379525241, 3.1225819797581176, 4.510177805547971, 0.2649794840168938, 0.0696905098616195]
[-2.990234375, 2.235205649450264, 0.44905256258380694, 0.4813896143541866, 4.901306039536108, 2.915794128182832, 2.314433516385196]
[-3.380859375, 1.3672218186979896, 2.1048386096930685, 6.121337912210374, 4.262037728475612, 4.640993994251575, 3.0312337854069584]
[-3.318359375, 4.248656032012282, 3.817905027777221, 0.3720292196634205, 5.728179745414057, 4.557010175981129, 5.898373146938266]
[-3.015625, 3.993691386674807, 5.400134827637825, 5.923975759924413, 4.1978430778592495, 2.043597576153609, 6.131684306526335]
[-2.845703125, 3.7736168693460392, 0.5606242650923255, 1.9605434940043371, 2.3282566717194926, 4.741952896359321, 5.506143080202836]
[-3.287109375, 5.567589931509917, 4.962073339353007, 2.5475365076729615, 0.1930722997488643, 4.227827053760337, 2.925067279452927]
[-3.279296875, 1.709858911943808, 1.405510165060547, 3.2709853818376895, 5.567319873428027, 2.3506277234932345, 0.08666262219900525]
[-3.599609375, 3.934859531032089, 2.1756870717933774, 3.4241197050203067, 4.443996413523721, 0.674703003927321, 0.6687519994287179]
[-3.234375, 5.817192762259064, 4.833055220977923, 3.265497419207107, 3.4913367015509653, 1.0129420263664128, 3.1540783860319284]
[-3.21484375, 1.0273644963342359, 3.8511697243773884, 1.5239299899168184, 1.8528736148160816, 2.5497864479028247, 1.4478356483287773]
[-3.029296875, 5.277096256621931, 0.7932547075835593, 5.97895396585316, 2.2641784309696535, 0.3225144742574232, 5.377528286272689]
